Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,24,auto,auto,0.41635462796355577
100% Corpus,26,0.15,0.15,0.4340750993204289
100% Corpus,26,0.15,0.2,0.4406404064344439
100% Corpus,26,0.15,0.5,0.4770226085137811
100% Corpus,26,0.15,0.7,0.5403865425628772
100% Corpus,26,0.15,0.9,0.5472969766821314
100% Corpus,26,0.15,1.5,0.555231873490859
100% Corpus,26,0.15,auto,0.4454284425368068
100% Corpus,26,0.2,0.15,0.43480242195633
100% Corpus,26,0.2,0.2,0.45262809401875786
100% Corpus,26,0.2,0.5,0.46048415903427264
100% Corpus,26,0.2,0.7,0.5573583511977991
100% Corpus,26,0.2,0.9,0.6023085630360687
100% Corpus,26,0.2,1.5,0.5647840624250728
100% Corpus,26,0.2,auto,0.42629697809411404
100% Corpus,26,0.5,0.15,0.487764281352039
100% Corpus,26,0.5,0.2,0.4811437008268534
100% Corpus,26,0.5,0.5,0.4816342991454129
100% Corpus,26,0.5,0.7,0.49745283091163167
100% Corpus,26,0.5,0.9,0.5833250953958387
100% Corpus,26,0.5,1.5,0.654015863165752
100% Corpus,26,0.5,auto,0.44438436979897467
100% Corpus,26,0.6,0.15,0.4911307911419391
100% Corpus,26,0.6,0.2,0.4892207437470462
100% Corpus,26,0.6,0.5,0.4664456930975142
100% Corpus,26,0.6,0.7,0.5628656877301625
100% Corpus,26,0.6,0.9,0.6345809136589795
100% Corpus,26,0.6,1.5,0.6019858279132211
100% Corpus,26,0.6,auto,0.44697083629194434
100% Corpus,26,0.7,0.15,0.5081211950195053
100% Corpus,26,0.7,0.2,0.5390365234234934
100% Corpus,26,0.7,0.5,0.5531880637042267
100% Corpus,26,0.7,0.7,0.6126384108348075
100% Corpus,26,0.7,0.9,0.6639605624819533
100% Corpus,26,0.7,1.5,0.5282846446153113
100% Corpus,26,0.7,auto,0.4643791525683368
100% Corpus,26,0.9,0.15,0.46217419632764817
100% Corpus,26,0.9,0.2,0.46842140701329144
100% Corpus,26,0.9,0.5,0.6188929843780611
100% Corpus,26,0.9,0.7,0.635627370324761
100% Corpus,26,0.9,0.9,0.5908425945355434
100% Corpus,26,0.9,1.5,0.46838786196582216
100% Corpus,26,0.9,auto,0.4384617651465093
100% Corpus,26,1.5,0.15,0.47022883158811885
100% Corpus,26,1.5,0.2,0.47024413230861223
100% Corpus,26,1.5,0.5,0.4596132730111639
100% Corpus,26,1.5,0.7,0.4693760768374847
100% Corpus,26,1.5,0.9,0.3996691755404748
100% Corpus,26,1.5,1.5,0.4231352262225412
100% Corpus,26,1.5,auto,0.43156239078524805
100% Corpus,26,1.75,0.15,0.47453060612985526
100% Corpus,26,1.75,0.2,0.482308946460025
100% Corpus,26,1.75,0.5,0.4548878814914651
100% Corpus,26,1.75,0.7,0.4425123556392193
100% Corpus,26,1.75,0.9,0.4074989329610911
100% Corpus,26,1.75,1.5,0.39325631530614136
100% Corpus,26,1.75,auto,0.428569863226292
100% Corpus,26,auto,0.15,0.4612893690434292
100% Corpus,26,auto,0.2,0.4527058559959608
100% Corpus,26,auto,0.5,0.47690063976004776
100% Corpus,26,auto,0.7,0.4831512928114013
100% Corpus,26,auto,0.9,
100% Corpus,26,auto,1.5,
100% Corpus,26,auto,auto,0.4099071561266536
100% Corpus,28,0.15,0.15,0.4551855436619146
100% Corpus,28,0.15,0.2,0.4603181372551493
100% Corpus,28,0.15,0.5,0.4634592613607527
100% Corpus,28,0.15,0.7,0.5676514825811788
100% Corpus,28,0.15,0.9,0.5896225777338856
100% Corpus,28,0.15,1.5,0.5922965520391836
100% Corpus,28,0.15,auto,0.4417977481455712
100% Corpus,28,0.2,0.15,0.45589598116853747
100% Corpus,28,0.2,0.2,0.4653639118982266
100% Corpus,28,0.2,0.5,0.46682467236786857
100% Corpus,28,0.2,0.7,0.5633331013706371
100% Corpus,28,0.2,0.9,0.6024810879010989
100% Corpus,28,0.2,1.5,0.5601691273346436
100% Corpus,28,0.2,auto,0.4499755404859522
100% Corpus,28,0.5,0.15,0.48935817037020374
100% Corpus,28,0.5,0.2,0.4769797362812517
100% Corpus,28,0.5,0.5,0.4600675571441721
100% Corpus,28,0.5,0.7,0.5285405460964662
100% Corpus,28,0.5,0.9,0.5857723722610568
100% Corpus,28,0.5,1.5,0.6662057554400055
100% Corpus,28,0.5,auto,0.4210117197578736
100% Corpus,28,0.6,0.15,0.5112101516627165
100% Corpus,28,0.6,0.2,0.4974325168817635
100% Corpus,28,0.6,0.5,0.5114100184373261
100% Corpus,28,0.6,0.7,0.6347050555053743
100% Corpus,28,0.6,0.9,0.6750859419510125
100% Corpus,28,0.6,1.5,0.6111007566195141
100% Corpus,28,0.6,auto,0.4343680841904231
100% Corpus,28,0.7,0.15,0.5287887156012329
100% Corpus,28,0.7,0.2,0.5278312623029657
100% Corpus,28,0.7,0.5,0.5546782489517195
100% Corpus,28,0.7,0.7,0.6406665682076463
100% Corpus,28,0.7,0.9,0.6415273825194214
100% Corpus,28,0.7,1.5,0.542531915109846
100% Corpus,28,0.7,auto,0.46381797606542957
100% Corpus,28,0.9,0.15,0.456767761351133
100% Corpus,28,0.9,0.2,0.4686269181280926
100% Corpus,28,0.9,0.5,0.6266690664169973
100% Corpus,28,0.9,0.7,0.6324728464699075
100% Corpus,28,0.9,0.9,0.5813939839965702
100% Corpus,28,0.9,1.5,0.46331880894158306
100% Corpus,28,0.9,auto,0.4366497012738491
100% Corpus,28,1.5,0.15,0.47271862549944865
100% Corpus,28,1.5,0.2,0.4569761858754876
100% Corpus,28,1.5,0.5,0.4579345940636207
100% Corpus,28,1.5,0.7,0.466363463932378
100% Corpus,28,1.5,0.9,0.3863129182924498
100% Corpus,28,1.5,1.5,0.31437822848906966
100% Corpus,28,1.5,auto,0.4233203094840093
100% Corpus,28,1.75,0.15,0.4704680648221694
100% Corpus,28,1.75,0.2,0.46396770574418955
100% Corpus,28,1.75,0.5,0.44879576410984534
100% Corpus,28,1.75,0.7,0.4442871483890735
100% Corpus,28,1.75,0.9,0.37234327579397275
100% Corpus,28,1.75,1.5,0.334198087473711
100% Corpus,28,1.75,auto,0.4161863577554915
100% Corpus,28,auto,0.15,0.4675172260051494
100% Corpus,28,auto,0.2,0.46250162962414615
100% Corpus,28,auto,0.5,0.46917635616638786
100% Corpus,28,auto,0.7,0.5107568254269673
100% Corpus,28,auto,0.9,0.5100794185819398
100% Corpus,28,auto,1.5,
100% Corpus,28,auto,auto,0.40583334514021274
100% Corpus,30,0.15,0.15,0.4680092698677013
100% Corpus,30,0.15,0.2,0.4665541435054755
100% Corpus,30,0.15,0.5,0.4921013629350741
100% Corpus,30,0.15,0.7,0.5744853389755242
100% Corpus,30,0.15,0.9,0.5527190278410787
100% Corpus,30,0.15,1.5,0.58440855745156
100% Corpus,30,0.15,auto,0.47068644033622176
100% Corpus,30,0.2,0.15,0.47152674624357466
100% Corpus,30,0.2,0.2,0.4668759107548894
100% Corpus,30,0.2,0.5,0.4869632088848073
100% Corpus,30,0.2,0.7,0.579010755120472
100% Corpus,30,0.2,0.9,0.5914960441273484
100% Corpus,30,0.2,1.5,0.58754485314793
100% Corpus,30,0.2,auto,0.4610473063410088
100% Corpus,30,0.5,0.15,0.45944058698909707
100% Corpus,30,0.5,0.2,0.47230464965042884
100% Corpus,30,0.5,0.5,0.47390031533942556
100% Corpus,30,0.5,0.7,0.5432374213284195
100% Corpus,30,0.5,0.9,0.6246205545866098
100% Corpus,30,0.5,1.5,0.6630676701753649
100% Corpus,30,0.5,auto,0.4403814927996182
100% Corpus,30,0.6,0.15,0.5061959040948012
100% Corpus,30,0.6,0.2,0.5069993526873213
100% Corpus,30,0.6,0.5,0.4994268960289136
100% Corpus,30,0.6,0.7,0.6378915808957765
100% Corpus,30,0.6,0.9,0.6769295065779217
100% Corpus,30,0.6,1.5,0.6483789134384312
100% Corpus,30,0.6,auto,0.46533621004942927
100% Corpus,30,0.7,0.15,0.5169917249228791
100% Corpus,30,0.7,0.2,0.5067270149737705
100% Corpus,30,0.7,0.5,0.5840038106779504
100% Corpus,30,0.7,0.7,0.6977160415205846
100% Corpus,30,0.7,0.9,0.6447012411824172
100% Corpus,30,0.7,1.5,0.36889258541662745
100% Corpus,30,0.7,auto,0.46417852961223577
100% Corpus,30,0.9,0.15,0.4602744221065425
100% Corpus,30,0.9,0.2,0.47523334057616623
100% Corpus,30,0.9,0.5,0.617796126670868
100% Corpus,30,0.9,0.7,0.6128255417297152
100% Corpus,30,0.9,0.9,0.5653619195570364
100% Corpus,30,0.9,1.5,0.46723890557656517
100% Corpus,30,0.9,auto,0.4519933529320012
100% Corpus,30,1.5,0.15,0.4600273445860801
100% Corpus,30,1.5,0.2,0.4594369463036605
100% Corpus,30,1.5,0.5,0.4582594397147304
100% Corpus,30,1.5,0.7,0.39503845941455185
100% Corpus,30,1.5,0.9,0.39457592661498503
100% Corpus,30,1.5,1.5,0.29633598947747797
100% Corpus,30,1.5,auto,0.4279743616627079
100% Corpus,30,1.75,0.15,0.45147907864009945
100% Corpus,30,1.75,0.2,0.4581854001631422
100% Corpus,30,1.75,0.5,0.4457670970778563
100% Corpus,30,1.75,0.7,0.4321282654486963
100% Corpus,30,1.75,0.9,0.42308123974838413
100% Corpus,30,1.75,1.5,0.28683940691105764
100% Corpus,30,1.75,auto,0.42218448293326016
100% Corpus,30,auto,0.15,0.4660548731771695
100% Corpus,30,auto,0.2,0.46755035764318037
100% Corpus,30,auto,0.5,0.48676015115570515
100% Corpus,30,auto,0.7,0.5026572315221197
100% Corpus,30,auto,0.9,0.5187660869551982
100% Corpus,30,auto,1.5,0.5324215810505546
100% Corpus,30,auto,auto,0.47019064956449674
100% Corpus,32,0.15,0.15,0.4502519217445374
100% Corpus,32,0.15,0.2,0.45016119296598456
100% Corpus,32,0.15,0.5,0.5160762943629119
100% Corpus,32,0.15,0.7,0.5915303857547307
100% Corpus,32,0.15,0.9,0.5695521188742658
100% Corpus,32,0.15,1.5,0.5910794130751464
100% Corpus,32,0.15,auto,0.4727696791840663
100% Corpus,32,0.2,0.15,0.4531070159922775
100% Corpus,32,0.2,0.2,0.4491027397817877
100% Corpus,32,0.2,0.5,0.486806850068663
100% Corpus,32,0.2,0.7,0.5642058313181431
100% Corpus,32,0.2,0.9,0.5802339794447007
100% Corpus,32,0.2,1.5,0.5914381562166598
100% Corpus,32,0.2,auto,0.4573958942815368
100% Corpus,32,0.5,0.15,0.46289590381939316
100% Corpus,32,0.5,0.2,0.43834453865254486
100% Corpus,32,0.5,0.5,0.47821165232924506
100% Corpus,32,0.5,0.7,0.5567465269103544
100% Corpus,32,0.5,0.9,0.6469703082245288
100% Corpus,32,0.5,1.5,0.677117796859212
100% Corpus,32,0.5,auto,0.4479016110547283
100% Corpus,32,0.6,0.15,0.5127903290241248
100% Corpus,32,0.6,0.2,0.5165513416593936
100% Corpus,32,0.6,0.5,0.5255678376591422
100% Corpus,32,0.6,0.7,0.6682994040769861
100% Corpus,32,0.6,0.9,0.6620099913982496
100% Corpus,32,0.6,1.5,0.6412427118372548
100% Corpus,32,0.6,auto,0.46287736657364853
100% Corpus,32,0.7,0.15,0.49982502823151687
100% Corpus,32,0.7,0.2,0.5044440073062794
100% Corpus,32,0.7,0.5,0.643008330308656
100% Corpus,32,0.7,0.7,0.6831044057047888
100% Corpus,32,0.7,0.9,0.656549953641993
100% Corpus,32,0.7,1.5,0.3676070365638726
100% Corpus,32,0.7,auto,0.48373229805173834
100% Corpus,32,0.9,0.15,0.46275214266252374
100% Corpus,32,0.9,0.2,0.48798688919527444
100% Corpus,32,0.9,0.5,0.6394103038905319
100% Corpus,32,0.9,0.7,0.6479368539995213
100% Corpus,32,0.9,0.9,0.5651377991096345
100% Corpus,32,0.9,1.5,0.5084654067207925
100% Corpus,32,0.9,auto,0.44490456800575673
100% Corpus,32,1.5,0.15,0.44858502480237744
100% Corpus,32,1.5,0.2,0.43279475028092396
100% Corpus,32,1.5,0.5,0.4412595962338204
100% Corpus,32,1.5,0.7,0.3594916732177279
100% Corpus,32,1.5,0.9,0.41599730512626854
100% Corpus,32,1.5,1.5,0.33466886104289884
100% Corpus,32,1.5,auto,0.42455796973390136
100% Corpus,32,1.75,0.15,0.44599448929583857
100% Corpus,32,1.75,0.2,0.4431225500406031
100% Corpus,32,1.75,0.5,0.4409220236553547
100% Corpus,32,1.75,0.7,0.41429365032778903
100% Corpus,32,1.75,0.9,0.46089654725392226
100% Corpus,32,1.75,1.5,0.28686737630774717
100% Corpus,32,1.75,auto,0.41931836041811776
100% Corpus,32,auto,0.15,0.48190459039033956
100% Corpus,32,auto,0.2,0.4761953639372655
100% Corpus,32,auto,0.5,0.47188473563309324
100% Corpus,32,auto,0.7,0.4928580622852786
100% Corpus,32,auto,0.9,0.5223518802196347
100% Corpus,32,auto,1.5,0.5487092186127949
100% Corpus,32,auto,auto,0.48984537328141436
100% Corpus,34,0.15,0.15,0.452398848404283
100% Corpus,34,0.15,0.2,0.4726757972991313
100% Corpus,34,0.15,0.5,0.4803425247680379
100% Corpus,34,0.15,0.7,0.5487520353466075
100% Corpus,34,0.15,0.9,0.5739545381815594
100% Corpus,34,0.15,1.5,0.6045578890213678
100% Corpus,34,0.15,auto,0.46889110191340444
100% Corpus,34,0.2,0.15,0.47872558515521746
100% Corpus,34,0.2,0.2,0.45326781567453667
100% Corpus,34,0.2,0.5,0.5172831761827501
100% Corpus,34,0.2,0.7,0.5793350609673775
100% Corpus,34,0.2,0.9,0.5638012912033812
100% Corpus,34,0.2,1.5,0.6021252372300704
100% Corpus,34,0.2,auto,0.46994052595485736
100% Corpus,34,0.5,0.15,0.466778075144093
100% Corpus,34,0.5,0.2,0.461570067767915
100% Corpus,34,0.5,0.5,0.4752006779394091
100% Corpus,34,0.5,0.7,0.6053624650134357
100% Corpus,34,0.5,0.9,0.6541370622979047
100% Corpus,34,0.5,1.5,0.648584166184702
100% Corpus,34,0.5,auto,0.4367364650783689
100% Corpus,34,0.6,0.15,0.522375010260408
100% Corpus,34,0.6,0.2,0.5215476244156748
100% Corpus,34,0.6,0.5,0.5887572988585829
100% Corpus,34,0.6,0.7,0.6640766650620062
100% Corpus,34,0.6,0.9,0.676903174570709
100% Corpus,34,0.6,1.5,0.6412459498994174
100% Corpus,34,0.6,auto,0.47201980864237086
100% Corpus,34,0.7,0.15,0.4925853084824644
100% Corpus,34,0.7,0.2,0.5303832066712192
100% Corpus,34,0.7,0.5,0.6494412749723801
100% Corpus,34,0.7,0.7,0.6781606996464523
100% Corpus,34,0.7,0.9,0.6255948756179117
100% Corpus,34,0.7,1.5,0.5297339784129003
100% Corpus,34,0.7,auto,0.4731281210181705
100% Corpus,34,0.9,0.15,0.4696217535955641
100% Corpus,34,0.9,0.2,0.49499082397523314
100% Corpus,34,0.9,0.5,0.6363692168782391
100% Corpus,34,0.9,0.7,0.6514325174519751
100% Corpus,34,0.9,0.9,0.5702131451902058
100% Corpus,34,0.9,1.5,0.4664741034467884
100% Corpus,34,0.9,auto,0.45657676050314344
100% Corpus,34,1.5,0.15,0.44441106200760333
100% Corpus,34,1.5,0.2,0.434521716377411
100% Corpus,34,1.5,0.5,0.4467662293671062
100% Corpus,34,1.5,0.7,0.3695450449200719
100% Corpus,34,1.5,0.9,0.3147565509040739
100% Corpus,34,1.5,1.5,0.29713624705965674
100% Corpus,34,1.5,auto,0.4386917025682625
100% Corpus,34,1.75,0.15,0.4290439241709989
100% Corpus,34,1.75,0.2,0.4466164547933348
100% Corpus,34,1.75,0.5,0.43634663123261114
100% Corpus,34,1.75,0.7,0.41982455182715134
100% Corpus,34,1.75,0.9,0.4638248061843432
100% Corpus,34,1.75,1.5,0.3176673376075163
100% Corpus,34,1.75,auto,0.41793877851574085
100% Corpus,34,auto,0.15,0.47938159116336554
100% Corpus,34,auto,0.2,0.4621777714763067
100% Corpus,34,auto,0.5,0.48073095574304253
100% Corpus,34,auto,0.7,0.5046442847034809
100% Corpus,34,auto,0.9,0.5079115664813145
100% Corpus,34,auto,1.5,
100% Corpus,34,auto,auto,0.4735760312899591
100% Corpus,36,0.15,0.15,0.4634135150615526
100% Corpus,36,0.15,0.2,0.46478042005826814
100% Corpus,36,0.15,0.5,0.4735668145780009
100% Corpus,36,0.15,0.7,0.5459499284167145
100% Corpus,36,0.15,0.9,0.6123872180834357
100% Corpus,36,0.15,1.5,0.6190718652980137
100% Corpus,36,0.15,auto,0.4717145572462474
100% Corpus,36,0.2,0.15,0.457772414622325
100% Corpus,36,0.2,0.2,0.4725547839834639
100% Corpus,36,0.2,0.5,0.5310186351784305
100% Corpus,36,0.2,0.7,0.5424936274810083
100% Corpus,36,0.2,0.9,0.6180245756978938
100% Corpus,36,0.2,1.5,0.6088556154344623
100% Corpus,36,0.2,auto,0.46813661848592997
100% Corpus,36,0.5,0.15,0.48600529580620894
100% Corpus,36,0.5,0.2,0.47430172371916574
100% Corpus,36,0.5,0.5,0.4994359258999601
100% Corpus,36,0.5,0.7,0.5818284711214832
100% Corpus,36,0.5,0.9,0.6934087876890894
100% Corpus,36,0.5,1.5,0.6560698659257145
100% Corpus,36,0.5,auto,0.46108650351974284
100% Corpus,36,0.6,0.15,0.5199632136323284
100% Corpus,36,0.6,0.2,0.505696086124097
100% Corpus,36,0.6,0.5,0.6520337645856612
100% Corpus,36,0.6,0.7,0.680066307164335
100% Corpus,36,0.6,0.9,0.665771170412359
100% Corpus,36,0.6,1.5,0.5572308322473022
100% Corpus,36,0.6,auto,0.48609558460469604
100% Corpus,36,0.7,0.15,0.48763515958467035
100% Corpus,36,0.7,0.2,0.5156473807411567
100% Corpus,36,0.7,0.5,0.652091539387623
100% Corpus,36,0.7,0.7,0.6834863077421409
100% Corpus,36,0.7,0.9,0.625485576648076
100% Corpus,36,0.7,1.5,0.5499422873825721
100% Corpus,36,0.7,auto,0.4679046801738774
100% Corpus,36,0.9,0.15,0.46684437715976784
100% Corpus,36,0.9,0.2,0.4813180794773152
100% Corpus,36,0.9,0.5,0.6644703138484152
100% Corpus,36,0.9,0.7,0.5724029958004585
100% Corpus,36,0.9,0.9,0.5635012698972486
100% Corpus,36,0.9,1.5,0.466091778834808
100% Corpus,36,0.9,auto,0.45965613108309405
100% Corpus,36,1.5,0.15,0.43885935355057837
100% Corpus,36,1.5,0.2,0.44876991693476076
100% Corpus,36,1.5,0.5,0.46784913168956127
100% Corpus,36,1.5,0.7,0.3880243103496864
100% Corpus,36,1.5,0.9,0.33729403683340353
100% Corpus,36,1.5,1.5,0.28076646166904035
100% Corpus,36,1.5,auto,0.44220930251558305
100% Corpus,36,1.75,0.15,0.441233345717068
100% Corpus,36,1.75,0.2,0.4452638666727796
100% Corpus,36,1.75,0.5,0.42762905356648706
100% Corpus,36,1.75,0.7,0.44431889926577023
100% Corpus,36,1.75,0.9,0.3904205799404977
100% Corpus,36,1.75,1.5,0.31699911486343724
100% Corpus,36,1.75,auto,0.41945417228574644
100% Corpus,36,auto,0.15,0.4599201963334745
100% Corpus,36,auto,0.2,0.453774837069699
100% Corpus,36,auto,0.5,0.4746228347748599
100% Corpus,36,auto,0.7,0.5132785975234999
100% Corpus,36,auto,0.9,0.5391947577676305
100% Corpus,36,auto,1.5,
100% Corpus,36,auto,auto,0.4845319178077593
100% Corpus,38,0.15,0.15,0.45752822717165004
100% Corpus,38,0.15,0.2,0.47896438035632444
100% Corpus,38,0.15,0.5,0.5481009104207505
100% Corpus,38,0.15,0.7,0.5873980347137545
100% Corpus,38,0.15,0.9,0.5653517143513536
100% Corpus,38,0.15,1.5,0.5984147969996351
100% Corpus,38,0.15,auto,0.444549812331732
100% Corpus,38,0.2,0.15,0.45923710908822213
100% Corpus,38,0.2,0.2,0.46855337038126604
100% Corpus,38,0.2,0.5,0.5302192377831839
100% Corpus,38,0.2,0.7,0.5707189865885691
100% Corpus,38,0.2,0.9,0.5712111823855827
100% Corpus,38,0.2,1.5,0.6162399416975887
100% Corpus,38,0.2,auto,0.4574205949986287
100% Corpus,38,0.5,0.15,0.483345627771414
100% Corpus,38,0.5,0.2,0.4775166188478613
100% Corpus,38,0.5,0.5,0.5524124483503561
100% Corpus,38,0.5,0.7,0.6393900852856391
100% Corpus,38,0.5,0.9,0.6750743788858338
100% Corpus,38,0.5,1.5,0.66972334329678
100% Corpus,38,0.5,auto,0.46524954287701764
100% Corpus,38,0.6,0.15,0.5175357842401537
100% Corpus,38,0.6,0.2,0.5365257392275583
100% Corpus,38,0.6,0.5,0.6629724930776527
100% Corpus,38,0.6,0.7,0.7046332657750297
100% Corpus,38,0.6,0.9,0.6810831715036422
100% Corpus,38,0.6,1.5,0.4737408485357339
100% Corpus,38,0.6,auto,0.48362634450809755
100% Corpus,38,0.7,0.15,0.4943458901113129
100% Corpus,38,0.7,0.2,0.5133918058844129
100% Corpus,38,0.7,0.5,0.6526084535210144
100% Corpus,38,0.7,0.7,0.6838818898195725
100% Corpus,38,0.7,0.9,0.6760679106403485
100% Corpus,38,0.7,1.5,0.4807157847998342
100% Corpus,38,0.7,auto,0.4840354939667315
100% Corpus,38,0.9,0.15,0.4680170262138659
100% Corpus,38,0.9,0.2,0.48678888271510784
100% Corpus,38,0.9,0.5,0.6602242047393773
100% Corpus,38,0.9,0.7,0.6246031111230218
100% Corpus,38,0.9,0.9,0.5672701267185841
100% Corpus,38,0.9,1.5,0.4657496989188255
100% Corpus,38,0.9,auto,0.46486242109437426
100% Corpus,38,1.5,0.15,0.4336076809169283
100% Corpus,38,1.5,0.2,0.4478654429849975
100% Corpus,38,1.5,0.5,0.44929705653409446
100% Corpus,38,1.5,0.7,0.40200276058760687
100% Corpus,38,1.5,0.9,0.43706287203437827
100% Corpus,38,1.5,1.5,0.2842186741196752
100% Corpus,38,1.5,auto,0.45121108585820563
100% Corpus,38,1.75,0.15,0.4370325536362604
100% Corpus,38,1.75,0.2,0.44674670028166613
100% Corpus,38,1.75,0.5,0.43501915325600055
100% Corpus,38,1.75,0.7,0.4822218667458486
100% Corpus,38,1.75,0.9,0.3803595729573354
100% Corpus,38,1.75,1.5,0.25809627651288564
100% Corpus,38,1.75,auto,0.4374337143864045
100% Corpus,38,auto,0.15,0.4823546236574046
100% Corpus,38,auto,0.2,0.4750175811944824
100% Corpus,38,auto,0.5,0.502373873515597
100% Corpus,38,auto,0.7,0.51656879745243
100% Corpus,38,auto,0.9,0.5138416998057366
100% Corpus,38,auto,1.5,
100% Corpus,38,auto,auto,0.4711125962490583
100% Corpus,40,0.15,0.15,0.465559271633175
100% Corpus,40,0.15,0.2,0.4689162300029225
100% Corpus,40,0.15,0.5,0.488543860560386
100% Corpus,40,0.15,0.7,0.5944528029748646
100% Corpus,40,0.15,0.9,0.6236384582232842
100% Corpus,40,0.15,1.5,0.5711645096957666
100% Corpus,40,0.15,auto,0.4593982582006088
100% Corpus,40,0.2,0.15,0.45563246687509046
100% Corpus,40,0.2,0.2,0.4684245639651004
100% Corpus,40,0.2,0.5,0.48352457931911924
100% Corpus,40,0.2,0.7,0.5678631494090209
100% Corpus,40,0.2,0.9,0.5864927887031828
100% Corpus,40,0.2,1.5,0.5375067605757444
100% Corpus,40,0.2,auto,0.4502582382807897
100% Corpus,40,0.5,0.15,0.4791917155167602
100% Corpus,40,0.5,0.2,0.4665810071882919
100% Corpus,40,0.5,0.5,0.5702470676907044
100% Corpus,40,0.5,0.7,0.6456588713753906
100% Corpus,40,0.5,0.9,0.6775939964632205
100% Corpus,40,0.5,1.5,0.6335981706932282
100% Corpus,40,0.5,auto,0.4733138095562194
100% Corpus,40,0.6,0.15,0.5201059828123009
100% Corpus,40,0.6,0.2,0.5519014210979412
100% Corpus,40,0.6,0.5,0.6796913539853227
100% Corpus,40,0.6,0.7,0.7308171435691946
100% Corpus,40,0.6,0.9,0.6271495241742193
100% Corpus,40,0.6,1.5,0.6302607850068106
100% Corpus,40,0.6,auto,0.4955917184147721
100% Corpus,40,0.7,0.15,0.49321232121417624
100% Corpus,40,0.7,0.2,0.5193034018769647
100% Corpus,40,0.7,0.5,0.672111572040522
100% Corpus,40,0.7,0.7,0.665028484150256
100% Corpus,40,0.7,0.9,0.6337430359783955
100% Corpus,40,0.7,1.5,0.4736750356574582
100% Corpus,40,0.7,auto,0.4857541243175449
100% Corpus,40,0.9,0.15,0.4711056350071674
100% Corpus,40,0.9,0.2,0.48803419717888624
100% Corpus,40,0.9,0.5,0.6477234740169487
100% Corpus,40,0.9,0.7,0.605887826293957
100% Corpus,40,0.9,0.9,0.47681218296997596
100% Corpus,40,0.9,1.5,0.43913228923732345
100% Corpus,40,0.9,auto,0.4832878250215019
100% Corpus,40,1.5,0.15,0.42325700398575233
100% Corpus,40,1.5,0.2,0.43676660308608717
100% Corpus,40,1.5,0.5,0.4454524825382614
100% Corpus,40,1.5,0.7,0.4088711278530247
100% Corpus,40,1.5,0.9,0.42884149840590646
100% Corpus,40,1.5,1.5,0.3051201569227441
100% Corpus,40,1.5,auto,0.4699073236645727
100% Corpus,40,1.75,0.15,0.4338056275354127
100% Corpus,40,1.75,0.2,0.4391951846037639
100% Corpus,40,1.75,0.5,0.4151460473690237
100% Corpus,40,1.75,0.7,0.4603144558017268
100% Corpus,40,1.75,0.9,0.39318288489293224
100% Corpus,40,1.75,1.5,0.2857265900303197
100% Corpus,40,1.75,auto,0.4415351413730358
100% Corpus,40,auto,0.15,0.47171115470965364
100% Corpus,40,auto,0.2,0.4465422513301771
100% Corpus,40,auto,0.5,0.4937665669572128
100% Corpus,40,auto,0.7,0.5051584698628722
100% Corpus,40,auto,0.9,0.5100044445752582
100% Corpus,40,auto,1.5,
100% Corpus,40,auto,auto,0.46143736936307195
